78:2,9,8,8,3,6,2,3,2,6,7,3,6,7,5,7,7,9,8,7,8,9,7,2,3,9,6,9,9,7
79:3,4,4,6,3,9,9,9,7,8,8,6,9,8,6,2,7,3,3,7,1,8,9,6,7,9,3,6,4,3
80:5,4,1,4,5,6,5,6,1,4,4,2,6,7,9,6,1,6,1,7,9,9,9,6,7,7,8,4,1,5
81:1,1,5,7,2,4,3,1,5,6,1,9,3,4,7,7,5,9,8,1,9,8,7,8,5,8,9,5,9,9
82:3,3,3,6,1,4,6,1,1,5,5,5,6,1,2,7,7,6,7,5,3,3,3,5,7,1,1,7,2,2
83:3,4,4,3,6,5,8,8,9,5,9,8,9,4,2,9,8,8,7,9,2,4,3,8,8,4,2,3,7,9
84:9,3,6,2,2,2,3,1,3,4,3,4,4,5,6,7,2,2,2,4,2,2,5,3,6,5,8,5,1,7
85:2,1,6,8,2,3,4,5,7,2,8,5,5,2,2,2,5,4,2,5,4,5,8,1,1,6,3,4,5,4
86:1,4,2,2,5,9,2,4,5,9,2,7,4,3,9,9,7,8,9,1,7,1,1,8,4,6,1,5,6,7
87:9,2,2,2,9,5,2,2,3,5,4,7,8,1,3,5,5,7,4,3,8,7,6,9,8,5,8,1,9,4
88:1,5,8,6,2,2,2,5,5,9,6,5,8,2,6,3,7,4,6,7,3,3,6,3,6,6,2,8,2,1
89:1,6,7,8,3,9,2,5,6,8,6,2,8,6,7,4,3,9,2,2,6,2,4,9,4,8,5,7,5,4
90:3,9,1,4,4,3,4,5,6,7,5,3,1,4,6,5,2,8,4,4,6,9,9,3,9,3,3,3,4,2
91:9,3,6,2,2,2,3,1,3,4,3,4,4,5,6,7,2,2,2,4,2,2,5,3,6,5,8,5,1,9
92:7,5,8,1,3,3,6,2,9,5,3,7,7,9,6,5,1,1,3,2,9,9,7,7,2,1,7,5,3,2
93:4,1,1,1,4,5,1,2,4,1,4,6,9,4,4,1,4,6,9,6,7,2,7,5,2,4,1,2,9,3
94:7,7,4,6,1,5,6,7,2,9,9,4,3,8,3,4,4,1,3,6,9,9,8,4,8,7,2,3,7,9
95:9,2,1,1,9,8,7,7,3,9,6,7,5,9,9,1,4,1,4,4,6,9,6,3,5,2,7,2,5,2
96:7,3,5,1,5,7,9,8,3,8,2,1,6,9,8,2,2,3,6,7,5,2,6,1,5,4,7,1,4,7
97:5,2,9,9,1,5,5,9,3,5,2,8,6,8,8,6,9,3,2,3,5,6,9,3,7,4,5,2,7,8
98:1,4,4,2,9,3,2,3,1,5,1,8,3,3,8,7,8,2,1,6,2,2,8,4,4,7,6,8,9,8
99:3,4,8,5,2,9,4,6,2,8,7,4,8,1,2,3,5,6,7,5,2,7,1,4,4,1,7,6,8,4
100:5,4,8,7,4,3,4,9,7,1,5,6,1,5,5,4,9,3,9,5,7,4,6,6,5,3,5,1,4,4
101:8,6,9,6,5,9,8,9,6,2,1,7,7,6,4,6,2,7,5,8,6,2,3,3,3,9,5,5,7,6
102:9,6,8,1,1,6,5,4,2,1,3,8,6,8,2,5,3,5,7,6,5,4,7,9,9,2,6,9,3,9
103:2,4,9,2,7,9,3,5,5,4,2,2,2,4,7,8,6,9,1,1,7,8,6,9,2,3,3,1,9,2
104:9,4,6,1,8,6,8,7,1,7,1,6,1,9,4,3,8,7,1,8,2,7,4,3,1,3,4,4,9,3
105:5,6,5,3,8,9,4,6,8,5,7,5,1,4,2,6,6,2,8,3,7,3,3,7,4,6,2,6,9,5
106:6,4,7,6,3,2,4,2,1,4,8,8,1,2,1,8,7,3,6,1,1,2,2,7,7,8,5,4,2,8
107:2,5,5,8,5,1,6,2,5,5,9,1,4,6,1,7,5,2,9,4,1,8,6,4,2,7,7,5,9,9
108:5,6,5,3,8,9,4,6,8,5,7,5,1,4,2,8,6,2,8,3,7,3,3,7,4,6,2,6,9,5
109:4,1,4,1,2,8,8,8,3,9,7,1,7,8,9,9,4,6,6,6,8,2,5,7,1,5,2,5,5,4
110:6,3,7,4,9,9,6,9,8,9,2,6,2,5,2,3,4,3,9,8,3,3,3,2,5,7,6,7,6,9
111:4,3,9,3,1,6,4,2,4,9,8,8,3,9,3,3,7,1,9,6,5,1,2,8,9,2,7,1,6,4
112:8,9,2,2,1,7,2,4,5,5,4,8,1,7,5,3,5,6,6,9,8,2,6,3,3,7,8,6,1,1
113:2,4,2,1,7,9,9,2,1,6,4,4,1,8,3,2,3,4,8,8,1,9,1,9,8,5,4,9,2,4
114:1,2,8,3,7,6,8,1,6,8,9,5,7,3,5,2,1,7,9,1,3,8,6,5,4,6,3,7,7,4
115:6,1,6,3,4,2,7,3,5,2,3,5,1,3,9,3,3,9,1,8,5,4,6,9,7,7,9,7,9,9
116:5,6,5,3,8,9,4,6,8,5,7,5,1,4,2,8,6,2,8,3,7,3,3,7,4,6,2,6,9,7
117:6,1,6,3,4,2,7,3,5,2,3,5,1,3,9,3,3,9,1,8,5,4,6,9,7,7,9,7,9,5
118:6,1,6,3,4,2,7,9,5,2,3,5,1,3,9,3,3,9,1,8,5,4,6,9,7,7,9,7,9,9
119:1,2,8,3,7,6,8,1,6,8,9,5,7,3,5,2,1,7,9,1,3,8,6,5,4,6,3,7,7,1
120:6,6,6,3,4,7,6,3,5,8,7,2,3,6,1,5,9,6,2,5,2,9,3,8,8,2,9,6,7,6
121:3,2,2,2,7,8,1,9,4,7,9,7,1,9,1,1,9,9,2,2,5,4,9,5,1,7,7,5,5,1
122:5,9,1,6,3,9,9,3,7,2,8,6,2,3,6,1,1,3,1,9,9,4,8,5,4,9,8,6,7,2
123:5,4,1,4,5,6,5,6,1,4,4,2,6,7,9,6,1,6,1,7,9,9,9,6,7,7,8,4,1,8
124:5,4,8,4,5,5,1,1,5,8,1,2,8,3,9,2,2,6,6,4,4,6,4,9,3,3,8,1,6,9
125:9,1,3,9,1,9,3,1,4,1,4,3,8,3,7,3,6,3,5,2,4,1,7,5,9,5,8,6,6,4
126:8,4,8,5,7,2,7,1,7,7,3,8,2,8,4,2,7,6,7,9,1,8,9,3,7,5,5,7,8,9
127:8,2,8,9,4,7,5,9,6,4,8,8,8,4,2,9,4,6,6,9,3,5,2,3,5,2,6,9,3,3
128:7,1,1,6,9,4,8,2,5,4,3,1,6,9,1,7,7,3,3,5,5,3,6,9,5,6,5,2,5,4
129:7,8,6,2,8,7,7,7,1,8,3,1,8,5,8,3,9,8,8,4,3,3,3,9,8,1,8,6,4,8
130:7,5,8,1,3,3,6,2,9,5,3,7,7,9,6,5,1,1,3,2,9,9,2,7,2,1,7,5,3,2
131:2,2,7,7,2,6,5,2,8,3,1,2,3,3,4,5,4,4,3,5,2,2,2,7,2,8,7,6,2,1
132:1,2,7,8,8,2,8,1,7,8,5,2,2,3,5,9,8,6,6,3,3,8,4,1,2,6,5,2,2,4
133:2,1,4,5,2,7,2,8,4,1,3,6,9,6,8,7,3,3,4,4,3,7,6,4,2,1,3,9,7,8
134:5,8,5,7,4,4,3,6,4,6,4,7,9,5,4,6,4,8,1,1,2,5,6,7,1,5,5,6,9,1
135:2,4,6,3,3,9,5,1,3,3,3,6,6,4,6,2,8,7,5,1,5,7,9,1,1,8,2,3,1,9
136:5,9,1,6,3,9,9,3,7,2,8,6,2,3,6,1,1,3,1,9,9,4,8,5,4,9,8,6,7,3
137:7,1,6,5,6,7,4,1,8,5,2,7,4,2,8,8,7,8,3,7,8,7,9,3,7,1,6,4,8,2
138:2,8,3,4,5,8,1,7,8,3,9,3,6,3,8,7,9,6,1,6,1,9,5,8,1,3,7,8,1,8
139:1,9,4,7,5,1,3,8,2,7,6,6,4,4,4,8,4,4,9,4,3,2,2,6,6,8,9,6,4,2
140:2,7,5,1,4,7,7,9,1,4,5,1,7,4,2,2,7,9,5,8,1,6,4,8,7,4,2,3,1,3
141:7,2,6,5,9,4,9,4,3,2,8,8,2,3,5,2,5,8,3,1,8,8,3,5,5,1,1,6,4,2
142:8,1,8,6,8,8,6,6,5,5,6,5,5,3,3,1,8,1,5,1,9,4,8,9,1,6,6,5,3,9
143:8,6,4,2,9,5,2,8,2,2,4,8,9,9,6,9,5,6,6,8,9,9,2,1,6,8,2,7,8,9
144:6,8,5,7,6,6,9,7,3,1,8,2,9,6,9,1,1,6,2,9,5,1,8,2,6,3,7,2,3,4
145:3,4,9,6,3,7,8,6,5,6,3,4,4,3,6,4,9,3,4,9,4,6,8,4,7,7,6,9,4,4
146:6,8,6,2,2,1,9,7,3,3,6,5,9,4,3,1,5,2,7,9,8,9,5,9,4,7,3,8,7,1
147:8,9,8,4,4,4,9,4,2,6,5,7,5,4,8,8,1,6,3,3,2,2,7,4,5,4,7,8,2,4
148:9,4,3,6,8,6,9,6,4,2,3,4,3,3,7,6,7,6,8,4,5,3,7,8,4,5,3,5,9,5
149:5,8,5,3,3,3,6,7,3,6,9,5,3,6,6,7,6,3,4,3,4,9,7,2,5,8,6,6,6,5
150:7,8,8,5,5,6,2,7,8,6,5,8,3,9,6,5,6,8,5,4,8,9,9,2,2,9,1,3,5,6
151:6,6,5,8,5,2,2,9,3,3,7,5,3,1,3,6,3,7,7,1,7,7,4,3,7,4,9,7,4,3
152:5,2,2,3,4,7,1,9,8,6,9,4,7,6,6,5,4,5,2,6,7,6,6,3,7,4,2,7,9,4
153:3,7,8,7,5,3,9,7,2,9,1,2,3,9,7,9,2,7,3,6,1,7,1,1,1,5,4,8,5,8
154:2,4,6,3,3,9,5,1,3,3,3,6,6,4,6,2,8,7,5,1,5,7,9,1,1,8,2,3,1,6
155:7,6,9,3,5,1,5,7,8,6,7,9,5,8,2,5,8,6,1,6,8,4,2,7,8,6,2,7,2,6
156:6,1,2,2,1,5,5,2,5,7,6,6,7,7,4,8,5,2,7,9,7,2,2,9,7,5,4,6,7,5
157:9,5,7,6,2,4,5,2,1,9,8,8,9,4,5,2,5,8,5,9,4,5,6,6,1,3,2,7,8,9
158:9,8,4,3,5,3,9,5,2,5,7,2,2,2,4,4,6,3,8,8,5,7,2,5,1,8,7,6,3,6
159:7,7,4,6,3,6,6,2,2,2,7,5,4,8,1,4,4,8,1,2,4,6,5,7,3,1,4,5,6,6
160:9,3,6,2,2,2,3,1,3,4,3,4,4,5,8,7,2,2,2,4,2,2,5,3,6,5,8,5,1,7
161:3,5,6,9,6,6,4,3,7,5,2,3,5,8,2,3,5,4,5,1,5,5,7,2,7,8,6,6,1,1
162:1,9,4,5,3,5,2,3,2,4,8,2,7,8,6,1,1,7,5,5,2,4,2,1,7,5,5,8,8,7
163:9,8,2,7,4,8,1,5,8,2,7,1,8,7,7,9,6,5,4,2,2,7,8,9,8,3,2,7,8,4
164:7,2,4,2,5,3,1,3,2,7,8,6,5,8,9,1,9,5,1,6,5,2,8,7,8,1,5,3,8,2
165:9,9,4,4,5,1,2,1,3,4,8,6,2,7,1,1,5,5,5,3,7,2,7,6,2,2,9,5,1,1
166:9,2,8,8,2,2,2,9,9,7,9,1,3,3,4,2,8,2,6,4,1,1,6,5,1,2,1,9,4,8
167:5,2,2,3,4,7,1,9,8,6,9,4,7,6,6,5,4,5,2,6,7,6,6,3,7,4,2,7,9,4
168:2,1,6,8,2,3,4,5,7,2,8,5,5,2,2,2,5,4,2,7,4,5,8,1,1,6,3,4,5,4
169:2,4,4,7,8,3,4,4,9,9,7,5,7,4,6,5,3,3,7,7,1,3,3,8,8,1,3,2,2,5
170:2,6,7,9,9,8,3,8,8,9,6,9,2,2,2,3,5,6,7,6,4,6,7,5,8,9,8,2,5,6
171:2,4,6,3,3,9,5,1,3,3,3,6,6,4,6,1,8,7,5,1,5,7,9,1,1,8,2,3,1,9
172:7,8,8,5,5,6,2,7,8,6,5,8,3,9,6,5,6,8,5,4,8,9,9,2,2,9,1,3,5,2
173:9,6,8,7,8,4,1,8,7,7,6,6,3,3,5,2,6,1,5,6,5,5,5,3,1,3,2,4,9,6
174:1,6,3,9,7,2,8,1,3,6,6,3,1,7,3,6,1,8,2,4,3,2,6,5,6,4,8,3,7,1
175:7,3,5,1,7,7,9,8,3,8,2,1,6,9,8,2,2,3,6,7,5,2,6,1,5,4,7,1,4,2
176:5,2,2,3,4,7,1,9,8,6,9,4,7,6,6,5,4,5,2,6,7,6,6,3,7,4,2,7,9,4
177:8,6,9,6,5,9,8,9,6,2,1,7,7,9,4,6,2,7,5,8,6,2,3,3,3,9,5,5,7,1
178:8,1,1,7,7,5,9,2,1,3,5,4,4,2,4,8,4,7,6,3,4,7,6,5,7,9,5,1,5,5
179:1,5,7,6,5,8,9,9,7,4,2,5,4,5,7,8,7,1,7,2,5,2,6,2,5,8,6,6,7,5
180:3,9,3,7,3,2,9,9,4,2,6,5,4,9,7,9,3,9,8,1,5,5,8,6,4,9,8,1,7,2
181:2,5,5,8,5,1,6,2,5,5,9,1,4,6,1,7,5,2,9,4,1,3,6,4,2,7,7,5,9,9
182:4,4,5,1,9,5,2,9,4,7,8,3,2,4,8,5,1,7,2,5,9,5,6,3,2,3,9,4,4,7
183:5,1,9,5,1,7,2,3,1,9,9,2,5,7,8,3,1,8,7,9,8,4,9,8,6,5,6,7,2,7
184:3,6,6,6,9,9,1,2,5,9,5,9,8,4,6,1,5,5,7,7,2,6,8,7,6,2,2,3,3,5
185:1,1,6,8,2,3,5,2,9,7,6,1,1,4,6,9,5,5,7,2,7,4,6,7,2,1,3,4,3,9
186:6,6,2,4,3,9,4,9,8,5,1,2,5,2,4,4,4,2,4,9,8,8,3,5,6,7,4,2,3,1
187:1,6,7,8,3,9,2,5,6,8,6,2,8,6,7,4,3,9,2,2,6,2,4,9,4,9,5,7,5,4
188:3,4,7,2,4,3,5,9,7,9,5,9,7,2,6,5,2,9,1,7,7,9,7,8,1,1,9,2,7,4
189:9,2,8,8,2,2,2,9,9,7,9,1,3,3,4,2,8,2,6,4,1,1,6,5,1,2,1,9,4,2
190:1,4,9,5,1,7,2,4,4,3,1,8,6,7,4,6,7,7,7,7,8,3,1,3,6,9,4,4,2,9
191:2,6,6,1,8,5,5,8,5,7,3,3,1,6,1,3,5,9,2,3,9,5,4,1,7,7,2,8,9,6
192:6,4,8,9,5,3,1,4,3,7,7,3,6,9,7,7,8,2,3,2,7,3,7,8,1,1,1,8,3,4
193:4,2,2,6,3,4,6,5,7,9,2,1,5,9,7,7,8,5,9,3,3,3,1,8,1,6,7,9,5,4
194:7,7,9,4,7,6,4,9,3,7,6,7,9,1,8,3,3,5,4,8,7,8,8,1,1,1,2,9,1,3
195:6,8,7,5,8,7,1,4,4,6,1,1,3,3,4,1,1,6,3,2,4,3,9,7,3,3,9,9,3,5
196:4,6,7,7,8,2,1,9,1,2,3,3,9,4,8,7,8,2,9,2,5,2,9,4,1,4,4,8,6,3
197:8,6,4,2,9,5,2,8,2,2,4,8,9,9,6,9,5,6,6,8,9,9,2,1,6,8,2,9,8,9
198:9,8,3,2,5,9,3,1,4,3,6,3,2,5,4,3,5,4,3,1,6,8,4,7,3,9,5,8,9,8
199:3,4,7,2,4,3,5,9,7,2,5,9,7,2,6,5,2,9,1,7,7,9,7,8,1,1,9,2,7,7
200:3,1,7,3,7,9,3,1,2,7,3,5,4,8,3,7,2,3,7,3,8,8,6,6,1,2,7,4,7,3
201:1,7,1,4,6,1,6,8,6,5,2,6,2,2,6,1,9,1,1,5,3,8,5,1,7,2,6,4,4,9
202:2,9,5,4,1,1,7,8,4,8,6,2,3,5,6,3,3,9,5,1,9,5,7,5,7,4,3,5,8,2
203:1,2,7,8,8,2,8,1,7,8,5,2,2,3,5,9,8,6,6,3,9,8,4,1,2,6,5,2,2,4
204:2,6,4,3,7,5,1,5,8,1,5,5,1,7,1,4,2,3,9,3,2,2,4,8,7,9,4,1,6,1
205:9,8,3,2,5,9,3,1,4,3,2,3,2,5,4,3,5,4,3,1,6,8,4,7,3,9,5,8,9,7
206:5,9,9,4,6,2,2,3,8,4,3,2,9,4,5,5,1,5,1,5,4,2,9,5,8,3,4,3,2,4
207:4,6,6,5,4,4,7,1,7,7,1,8,1,4,5,4,8,8,3,3,1,5,9,2,9,9,7,2,2,4
208:7,1,1,4,9,5,2,9,5,9,7,8,7,6,1,8,9,9,5,8,3,9,8,3,6,1,1,3,7,2
209:6,6,9,5,5,6,7,1,1,6,9,4,8,1,2,5,3,7,6,8,5,4,8,8,6,4,8,8,1,4
210:6,7,2,2,4,2,4,6,6,2,2,6,9,5,9,3,1,5,6,5,1,9,3,4,9,1,3,4,9,3
211:4,9,4,4,2,3,8,3,3,5,3,5,9,8,2,9,3,9,1,8,9,5,4,5,9,3,2,9,8,6
212:2,4,8,2,1,9,6,3,7,2,2,6,1,7,7,9,8,4,5,4,5,2,9,1,4,5,2,7,6,6
213:9,1,8,9,6,6,8,2,3,9,5,7,9,9,2,6,6,8,7,1,2,5,9,8,7,5,6,5,1,9
214:9,8,9,7,8,5,7,5,7,9,1,4,1,6,6,3,9,5,1,6,3,3,9,1,8,3,2,2,2,2
215:6,9,9,8,5,3,8,2,4,9,4,6,4,3,8,3,3,1,1,9,1,9,6,9,5,4,2,6,7,4
216:7,1,8,1,5,4,2,8,8,9,8,1,6,8,6,5,4,4,8,6,6,5,4,1,7,3,4,8,9,3
217:5,8,6,6,9,4,8,5,7,4,4,3,4,7,7,2,1,4,3,5,9,5,4,4,5,2,8,3,8,3
218:3,6,6,6,9,9,1,2,1,9,5,9,8,4,6,1,5,5,7,7,2,6,8,7,6,2,2,3,3,3
219:6,1,9,7,7,7,1,6,5,7,3,6,8,7,3,1,9,6,7,3,2,4,8,1,4,4,7,3,2,3
220:3,5,6,8,1,2,2,4,5,9,8,6,9,9,5,7,8,3,7,5,3,4,4,7,1,4,4,1,9,4
221:7,2,6,2,5,1,3,9,1,6,2,9,2,3,4,4,3,3,7,1,6,5,3,2,7,9,3,3,8,6
222:8,6,7,1,9,5,4,3,1,8,5,9,5,2,1,7,5,1,2,7,9,9,5,4,1,4,8,2,6,2
223:9,1,5,3,1,4,7,1,4,6,5,9,9,6,4,4,2,7,4,6,9,8,2,8,6,4,2,9,9,3
224:3,4,6,7,8,8,3,3,7,1,1,2,6,8,5,9,4,7,1,5,2,6,1,9,9,5,1,2,2,7
225:5,9,9,4,6,2,2,3,8,4,3,2,9,4,5,5,1,5,1,5,4,2,9,5,8,3,4,3,2,7
